                              0.000000                              -82.419200                              -82.419200                              -82.419200                              -82.419200                              -82.419200                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                              -82.420000                                0.000000 
                              0.000000                              -74.459313                              -74.473883                              -74.555929                              -74.934428                              -76.352208                              -80.527427                              -81.943154                              -82.320699                              -82.402520                              -82.417348                              -82.419648                              -82.419959                              -82.419996                              -82.420000                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                              -82.420001                                0.000000 
                              0.000000                              -66.592077                              -66.726258                              -67.178534                              -68.429388                              -71.413975                              -77.557794                              -80.531800                              -81.774442                              -82.224695                              -82.367352                              -82.407260                              -82.417213                              -82.419446                              -82.419900                              -82.419985                              -82.419999                              -82.420001                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                                0.000000 
                              0.000000                              -58.896522                              -59.259992                              -60.249340                              -62.435204                              -66.732544                              -74.349278                              -78.625680                              -80.793014                              -81.783644                              -82.192589                              -82.345539                              -82.397584                              -82.413773                              -82.418399                              -82.419618                              -82.419917                              -82.419985                              -82.419999                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                              -82.420002                                0.000000 
                              0.000000                              -51.428938                              -52.072408                              -53.645857                              -56.726969                              -62.167009                              -71.021314                              -76.433100                              -79.491621                              -81.087535                              -81.856088                              -82.197884                              -82.338467                              -82.392058                              -82.411041                              -82.417308                              -82.419241                              -82.419800                              -82.419952                              -82.419991                              -82.420001                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                              -82.420003                                0.000000 
                              0.000000                              -44.162097                              -45.101569                              -47.262184                              -51.191271                              -57.662917                              -67.611516                              -74.046240                              -77.951334                              -80.172177                              -81.354978                              -81.944808                              -82.220286                              -82.340881                              -82.390425                              -82.409556                              -82.416512                              -82.418898                              -82.419671                              -82.419909                              -82.419978                              -82.419997                              -82.420002                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                              -82.420004                                0.000000 
                              0.000000                              -44.930972                              -46.172554                              -48.860084                              -53.250608                              -59.274704                              -66.038400                              -71.992521                              -76.323540                              -79.088764                              -80.702238                              -81.580618                              -82.030718                              -82.248537                              -82.348235                              -82.391438                              -82.409183                              -82.416099                              -82.418660                              -82.419563                              -82.419866                              -82.419963                              -82.419993                              -82.420002                              -82.420004                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                              -82.420005                                0.000000 
                              0.000000                              -45.550788                              -47.025856                              -49.997894                              -54.372846                              -59.771749                              -65.503357                              -70.769171                              -74.995409                              -78.008714                              -79.956416                              -81.118223                              -81.766232                              -82.107090                              -82.277037                              -82.357587                              -82.393945                              -82.409592                              -82.416020                              -82.418544                              -82.419491                              -82.419832                              -82.419949                              -82.419988                              -82.420000                              -82.420004                              -82.420005                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                                0.000000 
                              0.000000                              -45.882768                              -47.519533                              -50.653570                              -54.968410                              -59.984272                              -65.151958                              -69.950587                              -73.982198                              -77.059019                              -79.209592                              -80.599893                              -81.439065                              -81.915740                              -82.172118                              -82.303265                              -82.367267                              -82.397129                              -82.410469                              -82.416183                              -82.418531                              -82.419458                              -82.419810                              -82.419939                              -82.419984                              -82.419999                              -82.420004                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                              -82.420006                                0.000000 
                              0.000000                              -45.877497                              -47.654386                              -50.934130                              -55.238258                              -60.031265                              -64.851578                              -69.329735                              -73.182212                              -76.248407                              -78.511793                              -80.068809                              -81.072627                              -81.682544                              -82.033562                              -82.225731                              -82.326153                              -82.376380                              -82.400473                              -82.411575                              -82.416496                              -82.418596                              -82.419459                              -82.419801                              -82.419932                              -82.419981                              -82.419998                              -82.420004                              -82.420006                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                              -82.420007                                0.000000 
