0.0000032083	-59.1781884308	-0.0020172311	-0.0002883902	-0.0267365506	-0.0000287555	1.0683716018	-0.1965621226	0.1056301369	-0.0708945281	0.0529164733	0.0153856761	-0.2806685683	0.5878184602	-0.7710258318	0.0352935826	0.3977600455	-0.3977600455	-0.0291056158	139.8858505224	8.1166077792	-0.0550347087	0.0805333578	1677.7294157554	43.4687509016	0.0242235309	0.0016685385	0.0408566169	0.0070384821	0.1372444055	0.7621744873	0.0351044997	0.0153477196	0.0463346314	-0.0270249409	0.0000004295	0.7421347920	0.0000001424	0.2460456589	
0.8000032085	-59.4890411541	-0.0020255797	-0.0002664240	-0.0254657251	-0.0000294382	1.0563661277	-0.1986890021	0.1064864042	-0.0705037871	0.0507012251	0.0142972909	-0.2781251126	0.5840166324	-0.7728521791	0.0351919199	0.3795073387	-0.3795073387	-0.0292448672	139.8858254290	8.1166326643	-0.0551582266	0.0795531614	1675.6776436964	44.6426673657	0.0238774280	0.0016469488	0.0407759757	0.0070170307	0.1370944178	0.7623068335	0.0346679132	0.0153019367	0.0475585334	-0.0257321491	0.0000004122	0.7427621774	0.0000001362	0.2454182973	
1.6000032087	-59.7855614486	-0.0020357385	-0.0002474497	-0.0243162661	-0.0000300641	1.0447691188	-0.2007535781	0.1072917040	-0.0700864683	0.0485732254	0.0132927322	-0.2755681799	0.5803996566	-0.7745965766	0.0350925029	0.3619265168	-0.3619265168	-0.0293890035	139.8858015182	8.1166584637	-0.0553765952	0.0786068559	1673.6156271908	45.8368282211	0.0235329020	0.0016261550	0.0406945722	0.0069961009	0.1369435291	0.7624399840	0.0342469137	0.0152572451	0.0488015554	-0.0245637159	0.0000003956	0.7433910979	0.0000001303	0.2447893997	
2.4000032088	-60.0682826016	-0.0020475576	-0.0002309876	-0.0232744587	-0.0000306359	1.0335725830	-0.2027583556	0.1080484261	-0.0696460633	0.0465308375	0.0123658083	-0.2729987664	0.5769598425	-0.7762620898	0.0349952090	0.3450066354	-0.3450066354	-0.0295382696	139.8857787574	8.1166850862	-0.0556836775	0.0776925571	1671.5440472205	47.0511787351	0.0231901433	0.0016061125	0.0406124249	0.0069756640	0.1367917866	0.7625738968	0.0338406069	0.0152135848	0.0500635087	-0.0235054463	0.0000003798	0.7440214100	0.0000001246	0.2441591095	
3.2000032090	-60.3377282169	-0.0020608990	-0.0002166384	-0.0223282744	-0.0000311562	1.0227677409	-0.2047057592	0.1087589484	-0.0691860216	0.0445724245	0.0115107136	-0.2704181837	0.5736897047	-0.7778517215	0.0348999240	0.3287344938	-0.3287344938	-0.0296928816	139.8857571137	8.1167124451	-0.0560735028	0.0768085439	1669.4635487689	48.2856545083	0.0228493373	0.0015867797	0.0405295514	0.0069556932	0.1366392346	0.7627085321	0.0334481685	0.0151708995	0.0513441923	-0.0225449128	0.0000003646	0.7446529786	0.0000001192	0.2435275617	
4.0000032091	-60.5944105543	-0.0020756377	-0.0002040708	-0.0214671872	-0.0000316275	1.0123451916	-0.2065981279	0.1094256175	-0.0687097129	0.0426963281	0.0107220192	-0.2678280079	0.5705819806	-0.7793684033	0.0348065420	0.3130949944	-0.3130949944	-0.0298530289	139.8857365548	8.1167404574	-0.0565403386	0.0759532448	1667.3747432920	49.5401816380	0.0225106637	0.0015681179	0.0404459690	0.0069361634	0.1364859152	0.7628438525	0.0330688402	0.0151291362	0.0526433926	-0.0216712581	0.0000003501	0.7452856765	0.0000001141	0.2428948839	
4.8000032093	-60.8388291530	-0.0020916618	-0.0001930106	-0.0206819974	-0.0000320522	1.0022950596	-0.2084377108	0.1100507337	-0.0682203941	0.0409008517	0.0099946612	-0.2652300300	0.5676296445	-0.7808149888	0.0347149650	0.2980714912	-0.2980714912	-0.0300188760	139.8857170484	8.1167690447	-0.0570787379	0.0751252249	1665.2782110706	50.8146768885	0.0221742967	0.0015500914	0.0403616941	0.0069170509	0.1363318683	0.7629798223	0.0327019265	0.0150882458	0.0539608843	-0.0208750079	0.0000003362	0.7459193833	0.0000001092	0.2422611962	
5.6000032095	-61.0714697253	-0.0021088718	-0.0001832305	-0.0199646666	-0.0000324328	0.9926071235	-0.2102266650	0.1106365376	-0.0677211821	0.0391842493	0.0093239262	-0.2626262092	0.5648259173	-0.7821942470	0.0346251022	0.2836461176	-0.2836461176	-0.0301905648	139.8856985628	8.1167981323	-0.0576835666	0.0743231728	1663.1745034343	52.1090478658	0.0218404050	0.0015326668	0.0402767430	0.0068983336	0.1361771318	0.7631164078	0.0323467898	0.0150481822	0.0552964305	-0.0201478971	0.0000003229	0.7465539853	0.0000001045	0.2416266126	
6.4000032096	-61.2928033024	-0.0021271803	-0.0001745427	-0.0193081692	-0.0000327714	0.9832709284	-0.2119670538	0.1111852003	-0.0672150314	0.0375447186	0.0087054355	-0.2600186298	0.5621642735	-0.7835088592	0.0345368701	0.2698000854	-0.2698000854	-0.0303682167	139.8856810665	8.1168276500	-0.0583500166	0.0735458895	1661.0641448512	53.4231931976	0.0215091517	0.0015158136	0.0401911312	0.0068799909	0.1360217414	0.7632535770	0.0320028459	0.0150089027	0.0566497835	-0.0194827120	0.0000003101	0.7471893745	0.0000001000	0.2409912410	
7.2000032098	-61.5032856067	-0.0021465111	-0.0001667914	-0.0187063583	-0.0000330702	0.9742758830	-0.2136608463	0.1116988156	-0.0667047171	0.0359803974	0.0081351279	-0.2574094638	0.5596384444	-0.7847614152	0.0344501915	0.2565139544	-0.2565139544	-0.0305519339	139.8856645286	8.1168575314	-0.0590736066	0.0727922775	1658.9476348821	54.7570027181	0.0211806940	0.0014995033	0.0401048740	0.0068620039	0.1358657314	0.7633912993	0.0316695600	0.0149703677	0.0580206844	-0.0188731497	0.0000002980	0.7478254484	0.0000000958	0.2403551838	
